text_id	word_id	internal_layer_surprisal_layer_1	internal_layer_surprisal_layer_2	internal_layer_surprisal_layer_3	internal_layer_surprisal_layer_4	internal_layer_surprisal_layer_5	internal_layer_surprisal_layer_6	internal_layer_surprisal_layer_7	internal_layer_surprisal_layer_8	internal_layer_surprisal_layer_9	internal_layer_surprisal_layer_10	internal_layer_surprisal_layer_11	internal_layer_surprisal_layer_12	ngram_surprisal_context_0	ngram_surprisal_context_1	ngram_surprisal_context_2	ngram_surprisal_context_3	ngram_surprisal_context_4	context_limited_surprisal_context_1	context_limited_surprisal_context_2	context_limited_surprisal_context_3	context_limited_surprisal_context_4	ref_token	time	nItem	centered_time	word_len	word	surprisal	surprisal_buggy	freq	prev_word	prev2_word	prev3_word	prev_surprisal	prev2_surprisal	prev3_surprisal	prev_surprisal_buggy	prev2_surprisal_buggy	prev3_surprisal_buggy	prev_freq	prev2_freq	prev3_freq	prev_word_len	prev2_word_len	prev3_word_len	prev_ngram_surprisal_context_0	prev2_ngram_surprisal_context_0	prev3_ngram_surprisal_context_0	prev_ngram_surprisal_context_1	prev2_ngram_surprisal_context_1	prev3_ngram_surprisal_context_1	prev_ngram_surprisal_context_2	prev2_ngram_surprisal_context_2	prev3_ngram_surprisal_context_2	prev_ngram_surprisal_context_3	prev2_ngram_surprisal_context_3	prev3_ngram_surprisal_context_3	prev_ngram_surprisal_context_4	prev2_ngram_surprisal_context_4	prev3_ngram_surprisal_context_4	prev_context_limited_surprisal_context_1	prev2_context_limited_surprisal_context_1	prev3_context_limited_surprisal_context_1	prev_context_limited_surprisal_context_2	prev2_context_limited_surprisal_context_2	prev3_context_limited_surprisal_context_2	prev_context_limited_surprisal_context_3	prev2_context_limited_surprisal_context_3	prev3_context_limited_surprisal_context_3	prev_context_limited_surprisal_context_4	prev2_context_limited_surprisal_context_4	prev3_context_limited_surprisal_context_4	prev_internal_layer_surprisal_layer_1	prev2_internal_layer_surprisal_layer_1	prev3_internal_layer_surprisal_layer_1	prev_internal_layer_surprisal_layer_2	prev2_internal_layer_surprisal_layer_2	prev3_internal_layer_surprisal_layer_2	prev_internal_layer_surprisal_layer_3	prev2_internal_layer_surprisal_layer_3	prev3_internal_layer_surprisal_layer_3	prev_internal_layer_surprisal_layer_4	prev2_internal_layer_surprisal_layer_4	prev3_internal_layer_surprisal_layer_4	prev_internal_layer_surprisal_layer_5	prev2_internal_layer_surprisal_layer_5	prev3_internal_layer_surprisal_layer_5	prev_internal_layer_surprisal_layer_6	prev2_internal_layer_surprisal_layer_6	prev3_internal_layer_surprisal_layer_6	prev_internal_layer_surprisal_layer_7	prev2_internal_layer_surprisal_layer_7	prev3_internal_layer_surprisal_layer_7	prev_internal_layer_surprisal_layer_8	prev2_internal_layer_surprisal_layer_8	prev3_internal_layer_surprisal_layer_8	prev_internal_layer_surprisal_layer_9	prev2_internal_layer_surprisal_layer_9	prev3_internal_layer_surprisal_layer_9	prev_internal_layer_surprisal_layer_10	prev2_internal_layer_surprisal_layer_10	prev3_internal_layer_surprisal_layer_10	prev_internal_layer_surprisal_layer_11	prev2_internal_layer_surprisal_layer_11	prev3_internal_layer_surprisal_layer_11	prev_internal_layer_surprisal_layer_12	prev2_internal_layer_surprisal_layer_12	prev3_internal_layer_surprisal_layer_12
1	0	5.240458693355322	6.425721331383102	7.024948689620942	7.048464919382241	7.064368817518698	7.076217237648962	7.086882775940467	7.091888256982202	7.100131430546753	7.111871481045455	7.126878803355794	5.351401794236153	8.351903976408824	8.351903976408824	8.351903976408824	8.351903976408824	8.351903976408824	5.34943151473999	5.34943151473999	5.34943151473999	5.34943151473999	If	512.3376623376623	84.0	186.0745301052301	2.0	If	5.351410169154406	5.3776	7.731882572174072																																																																														
1	1	0.7847501672804356	1.625040368293412	2.3164300569333136	2.7178065656335093	2.6051809028431308	2.2802698474624776	2.0462118044379167	2.649918838724261	2.4824169479543343	1.217920665292695	1.0577971621023607	0.9112188336439432	6.180043335474942	1.3381580577932652	1.3381580577932652	1.3381580577932652	1.3381580577932652	3.4436850547790527	3.4436850547790527	3.4436850547790527	3.4436850547790527	you	359.3855421686747	84.0	33.04845868670283	3.0	you	0.9112345278263092	0.56054306	8.02623176574707	If			5.351410169154406			5.3776			7.731882572174072			2.0			8.351903976408824			8.351903976408824			8.351903976408824			8.351903976408824			8.351903976408824			5.34943151473999			5.34943151473999			5.34943151473999			5.34943151473999			5.240458693355322			6.425721331383102			7.024948689620942			7.048464919382241			7.064368817518698			7.076217237648962			7.086882775940467			7.091888256982202			7.100131430546753			7.111871481045455			7.126878803355794			5.351401794236153		
1	2	8.803751312196255	8.200307473540306	7.460144458338618	6.597358413040638	5.5169887393713	6.603861503303051	6.838745646178722	5.821896532550454	5.182498576119542	4.9711446850560606	3.585837022284977	3.4019871038617566	6.65618234543312	4.623002157418922	4.395495834759917	4.395495834759917	4.395495834759917	5.303854465484619	4.035775184631348	4.035775184631348	4.035775184631348	were	358.1279069767442	87.0	24.31450221812218	4.0	were	3.4020245055435225	3.7552545	5.851211071014404	you	If		0.9112345278263092	5.351410169154406		0.56054306	5.3776		8.02623176574707	7.731882572174072		3.0	2.0		6.180043335474942	8.351903976408824		1.3381580577932652	8.351903976408824		1.3381580577932652	8.351903976408824		1.3381580577932652	8.351903976408824		1.3381580577932652	8.351903976408824		3.4436850547790527	5.34943151473999		3.4436850547790527	5.34943151473999		3.4436850547790527	5.34943151473999		3.4436850547790527	5.34943151473999		0.7847501672804356	5.240458693355322		1.625040368293412	6.425721331383102		2.3164300569333136	7.024948689620942		2.7178065656335093	7.048464919382241		2.6051809028431308	7.064368817518698		2.2802698474624776	7.076217237648962		2.0462118044379167	7.086882775940467		2.649918838724261	7.091888256982202		2.4824169479543343	7.100131430546753		1.217920665292695	7.111871481045455		1.0577971621023607	7.126878803355794		0.9112188336439432	5.351401794236153	
1	3	7.014179486781359	8.833711082232185	9.693394434987567	10.010565396398306	10.605676107108591	10.315451733767986	10.260755026713014	10.392394415684976	11.001192095041915	6.963489106892666	2.929797098309791	1.4513227280694991	4.488232625955209	4.650880652028077	3.1584350628425266	1.3685336858696484	1.3685336858696484	3.634715080261232	3.6129302978515625	1.6135976314544678	1.6135976314544678	to	324.64367816091954	88.0	-8.876260266492597	2.0	to	1.4513330378104	1.4520835	4.020755767822266	were	you	If	3.4020245055435225	0.9112345278263092	5.351410169154406	3.7552545	0.56054306	5.3776	5.851211071014404	8.02623176574707	7.731882572174072	4.0	3.0	2.0	6.65618234543312	6.180043335474942	8.351903976408824	4.623002157418922	1.3381580577932652	8.351903976408824	4.395495834759917	1.3381580577932652	8.351903976408824	4.395495834759917	1.3381580577932652	8.351903976408824	4.395495834759917	1.3381580577932652	8.351903976408824	5.303854465484619	3.4436850547790527	5.34943151473999	4.035775184631348	3.4436850547790527	5.34943151473999	4.035775184631348	3.4436850547790527	5.34943151473999	4.035775184631348	3.4436850547790527	5.34943151473999	8.803751312196255	0.7847501672804356	5.240458693355322	8.200307473540306	1.625040368293412	6.425721331383102	7.460144458338618	2.3164300569333136	7.024948689620942	6.597358413040638	2.7178065656335093	7.048464919382241	5.5169887393713	2.6051809028431308	7.064368817518698	6.603861503303051	2.2802698474624776	7.076217237648962	6.838745646178722	2.0462118044379167	7.086882775940467	5.821896532550454	2.649918838724261	7.091888256982202	5.182498576119542	2.4824169479543343	7.100131430546753	4.9711446850560606	1.217920665292695	7.111871481045455	3.585837022284977	1.0577971621023607	7.126878803355794	3.4019871038617566	0.9112188336439432	5.351401794236153
1	4	14.60583559796214	16.057708015548997	17.594095636741258	16.686756666749716	14.83906265348196	11.463980749249458	12.437608009204268	13.662165636545978	13.796216136492149	14.110585680893564	12.3853279524119	10.143291510292327	11.078191454846891	11.60948585443348	10.08690438514682	9.714869212548152	10.119378198338769	10.333481788635254	10.272201538085938	9.746158599853516	9.830822944641112	journey	317.6547619047619	86.0	-10.764698391086975	7.0	journey	10.143290129490197	10.135116	10.055468559265137	to	were	you	1.4513330378104	3.4020245055435225	0.9112345278263092	1.4520835	3.7552545	0.56054306	4.020755767822266	5.851211071014404	8.02623176574707	2.0	4.0	3.0	4.488232625955209	6.65618234543312	6.180043335474942	4.650880652028077	4.623002157418922	1.3381580577932652	3.1584350628425266	4.395495834759917	1.3381580577932652	1.3685336858696484	4.395495834759917	1.3381580577932652	1.3685336858696484	4.395495834759917	1.3381580577932652	3.634715080261232	5.303854465484619	3.4436850547790527	3.6129302978515625	4.035775184631348	3.4436850547790527	1.6135976314544678	4.035775184631348	3.4436850547790527	1.6135976314544678	4.035775184631348	3.4436850547790527	7.014179486781359	8.803751312196255	0.7847501672804356	8.833711082232185	8.200307473540306	1.625040368293412	9.693394434987567	7.460144458338618	2.3164300569333136	10.010565396398306	6.597358413040638	2.7178065656335093	10.605676107108591	5.5169887393713	2.6051809028431308	10.315451733767986	6.603861503303051	2.2802698474624776	10.260755026713014	6.838745646178722	2.0462118044379167	10.392394415684976	5.821896532550454	2.649918838724261	11.001192095041915	5.182498576119542	2.4824169479543343	6.963489106892666	4.9711446850560606	1.217920665292695	2.929797098309791	3.585837022284977	1.0577971621023607	1.4513227280694991	3.4019871038617566	0.9112188336439432
1	5	5.843387165106833	4.335422237403691	3.0673272707499564	4.306504165520892	4.187592679867521	3.912544286577031	4.346711695659906	3.508025798248127	3.3548748099710792	3.9836740009923233	2.815303839102853	1.474995826371014	4.488232625955209	2.2119730435969025	1.4440408974596917	1.2350633913959663	0.693147180559945	2.519725799560547	1.3162596225738523	1.431513786315918	1.737770915031433	to	334.47727272727275	89.0	3.5829535193132034	2.0	to	1.4749988955445588	1.481734	4.020755767822266	journey	to	were	10.143290129490197	1.4513330378104	3.4020245055435225	10.135116	1.4520835	3.7552545	10.055468559265137	4.020755767822266	5.851211071014404	7.0	2.0	4.0	11.078191454846891	4.488232625955209	6.65618234543312	11.60948585443348	4.650880652028077	4.623002157418922	10.08690438514682	3.1584350628425266	4.395495834759917	9.714869212548152	1.3685336858696484	4.395495834759917	10.119378198338769	1.3685336858696484	4.395495834759917	10.333481788635254	3.634715080261232	5.303854465484619	10.272201538085938	3.6129302978515625	4.035775184631348	9.746158599853516	1.6135976314544678	4.035775184631348	9.830822944641112	1.6135976314544678	4.035775184631348	14.60583559796214	7.014179486781359	8.803751312196255	16.057708015548997	8.833711082232185	8.200307473540306	17.594095636741258	9.693394434987567	7.460144458338618	16.686756666749716	10.010565396398306	6.597358413040638	14.83906265348196	10.605676107108591	5.5169887393713	11.463980749249458	10.315451733767986	6.603861503303051	12.437608009204268	10.260755026713014	6.838745646178722	13.662165636545978	10.392394415684976	5.821896532550454	13.796216136492149	11.001192095041915	5.182498576119542	14.110585680893564	6.963489106892666	4.9711446850560606	12.3853279524119	2.929797098309791	3.585837022284977	10.143291510292327	1.4513227280694991	3.4019871038617566
1	6	3.4135501121054403	4.69336976010527	3.897994151429885	2.69604816541505	1.2517191225842907	1.0047397849230038	1.100760914974671	1.068608585781476	1.273088604601071	2.282290277089487	1.542304056813009	1.850927081308328	3.726427519416162	2.127359875991281	1.5450552253135577	1.147223723279259	0.9985288301111273	2.6109485626220703	1.6577951908111572	1.2629132270812988	1.5035377740859983	the	320.6279069767442	89.0	-10.93282801601208	3.0	the	1.850923628138844	1.8525349	2.7637033462524414	to	journey	to	1.4749988955445588	10.143290129490197	1.4513330378104	1.481734	10.135116	1.4520835	4.020755767822266	10.055468559265137	4.020755767822266	2.0	7.0	2.0	4.488232625955209	11.078191454846891	4.488232625955209	2.2119730435969025	11.60948585443348	4.650880652028077	1.4440408974596917	10.08690438514682	3.1584350628425266	1.2350633913959663	9.714869212548152	1.3685336858696484	0.693147180559945	10.119378198338769	1.3685336858696484	2.519725799560547	10.333481788635254	3.634715080261232	1.3162596225738523	10.272201538085938	3.6129302978515625	1.431513786315918	9.746158599853516	1.6135976314544678	1.737770915031433	9.830822944641112	1.6135976314544678	5.843387165106833	14.60583559796214	7.014179486781359	4.335422237403691	16.057708015548997	8.833711082232185	3.0673272707499564	17.594095636741258	9.693394434987567	4.306504165520892	16.686756666749716	10.010565396398306	4.187592679867521	14.83906265348196	10.605676107108591	3.912544286577031	11.463980749249458	10.315451733767986	4.346711695659906	12.437608009204268	10.260755026713014	3.508025798248127	13.662165636545978	10.392394415684976	3.3548748099710792	13.796216136492149	11.001192095041915	3.9836740009923233	14.110585680893564	6.963489106892666	2.815303839102853	12.3853279524119	2.929797098309791	1.474995826371014	10.143291510292327	1.4513227280694991
1	7	11.368091191456188	12.594835009498638	12.66845714990268	11.753880887781634	12.530464470321933	11.10152143234518	9.54544854058622	7.467045747405791	6.644826571300655	5.921275696422526	5.29166956798872	4.591331176110543	9.789870904622248	7.786749797486824	7.556304292156785	4.891811254355347	5.149885596654676	8.165366172790527	6.818999290466309	5.060429096221924	5.106800556182861	North	314.8255813953488	87.0	-14.335259426924306	5.0	North	4.5913424007594585	4.553843	7.252773284912109	the	to	journey	1.850923628138844	1.4749988955445588	10.143290129490197	1.8525349	1.481734	10.135116	2.7637033462524414	4.020755767822266	10.055468559265137	3.0	2.0	7.0	3.726427519416162	4.488232625955209	11.078191454846891	2.127359875991281	2.2119730435969025	11.60948585443348	1.5450552253135577	1.4440408974596917	10.08690438514682	1.147223723279259	1.2350633913959663	9.714869212548152	0.9985288301111273	0.693147180559945	10.119378198338769	2.6109485626220703	2.519725799560547	10.333481788635254	1.6577951908111572	1.3162596225738523	10.272201538085938	1.2629132270812988	1.431513786315918	9.746158599853516	1.5035377740859983	1.737770915031433	9.830822944641112	3.4135501121054403	5.843387165106833	14.60583559796214	4.69336976010527	4.335422237403691	16.057708015548997	3.897994151429885	3.0673272707499564	17.594095636741258	2.69604816541505	4.306504165520892	16.686756666749716	1.2517191225842907	4.187592679867521	14.83906265348196	1.0047397849230038	3.912544286577031	11.463980749249458	1.100760914974671	4.346711695659906	12.437608009204268	1.068608585781476	3.508025798248127	13.662165636545978	1.273088604601071	3.3548748099710792	13.796216136492149	2.282290277089487	3.9836740009923233	14.110585680893564	1.542304056813009	2.815303839102853	12.3853279524119	1.850927081308328	1.474995826371014	10.143291510292327
1	8	9.345469905529171	9.941432386403903	9.53593503421871	9.122323893767316	7.142504457384348	6.4406517466995865	8.90513031554292	10.726294797306764	11.459783036302724	11.036103644449213	7.298860818016692	4.823643240088131	4.292016832781936	4.928009503402272	4.249651434097661	3.677863070263518	3.949318790171843	3.4532811641693115	4.21140193939209	4.1920037269592285	5.259407043457031	of	313.13953488372096	89.0	-18.053556031833978	2.0	of	4.823661918606376	4.8614163	3.45307731628418	North	the	to	4.5913424007594585	1.850923628138844	1.4749988955445588	4.553843	1.8525349	1.481734	7.252773284912109	2.7637033462524414	4.020755767822266	5.0	3.0	2.0	9.789870904622248	3.726427519416162	4.488232625955209	7.786749797486824	2.127359875991281	2.2119730435969025	7.556304292156785	1.5450552253135577	1.4440408974596917	4.891811254355347	1.147223723279259	1.2350633913959663	5.149885596654676	0.9985288301111273	0.693147180559945	8.165366172790527	2.6109485626220703	2.519725799560547	6.818999290466309	1.6577951908111572	1.3162596225738523	5.060429096221924	1.2629132270812988	1.431513786315918	5.106800556182861	1.5035377740859983	1.737770915031433	11.368091191456188	3.4135501121054403	5.843387165106833	12.594835009498638	4.69336976010527	4.335422237403691	12.66845714990268	3.897994151429885	3.0673272707499564	11.753880887781634	2.69604816541505	4.306504165520892	12.530464470321933	1.2517191225842907	4.187592679867521	11.10152143234518	1.0047397849230038	3.912544286577031	9.54544854058622	1.100760914974671	4.346711695659906	7.467045747405791	1.068608585781476	3.508025798248127	6.644826571300655	1.273088604601071	3.3548748099710792	5.921275696422526	2.282290277089487	3.9836740009923233	5.29166956798872	1.542304056813009	2.815303839102853	4.591331176110543	1.850927081308328	1.474995826371014
1	9	16.744254583027214	15.221041328972206	12.866379105311353	7.939693034102675	7.335323296370916	4.149710077675991	3.388162451708922	2.710666244456661	1.8979518067380925	1.4593743771865777	2.4014743610605365	3.180826113501098	12.127810568261513	9.636920413168804	3.4600723819963264	2.5445122226133243	3.805042340656814	10.236966133117676	4.112003803253174	3.197296142578125	3.688740730285645	England,	315.45238095238096	87.0	-15.52686432605724	8.0	England,	3.180799226858653	3.1798253	8.241907119750977	of	North	the	4.823661918606376	4.5913424007594585	1.850923628138844	4.8614163	4.553843	1.8525349	3.45307731628418	7.252773284912109	2.7637033462524414	2.0	5.0	3.0	4.292016832781936	9.789870904622248	3.726427519416162	4.928009503402272	7.786749797486824	2.127359875991281	4.249651434097661	7.556304292156785	1.5450552253135577	3.677863070263518	4.891811254355347	1.147223723279259	3.949318790171843	5.149885596654676	0.9985288301111273	3.4532811641693115	8.165366172790527	2.6109485626220703	4.21140193939209	6.818999290466309	1.6577951908111572	4.1920037269592285	5.060429096221924	1.2629132270812988	5.259407043457031	5.106800556182861	1.5035377740859983	9.345469905529171	11.368091191456188	3.4135501121054403	9.941432386403903	12.594835009498638	4.69336976010527	9.53593503421871	12.66845714990268	3.897994151429885	9.122323893767316	11.753880887781634	2.69604816541505	7.142504457384348	12.530464470321933	1.2517191225842907	6.4406517466995865	11.10152143234518	1.0047397849230038	8.90513031554292	9.54544854058622	1.100760914974671	10.726294797306764	7.467045747405791	1.068608585781476	11.459783036302724	6.644826571300655	1.273088604601071	11.036103644449213	5.921275696422526	2.282290277089487	7.298860818016692	5.29166956798872	1.542304056813009	4.823643240088131	4.591331176110543	1.850927081308328
